Fri Apr 25 10:41:47 2025


Number of Points = 8456

Depth (nm)	Load (µN)	Time (s)
-24.421559	1910.397030	0.000000
-24.268976	1835.012589	0.005005
-24.421281	1940.115634	0.010010
-24.337111	1914.366861	0.015014
-24.400289	1858.449042	0.020019
-24.634903	1862.437413	0.025024
-24.474185	1850.557028	0.030029
-24.803285	1863.246881	0.035034
-24.844380	1824.999384	0.040038
-25.240768	1812.216498	0.045043
-25.377541	1770.806547	0.050048
-25.781475	1769.051224	0.055053
-26.266237	1725.215191	0.060058
-26.581523	1639.477589	0.065062
-26.984597	1672.387885	0.070067
-27.274806	1678.812902	0.075072
-27.647776	1579.363900	0.080077
-28.198549	1568.011233	0.085082
-28.744514	1559.237780	0.090086
-28.905408	1482.657169	0.095091
-29.621763	1399.448423	0.100096
-30.238333	1437.491575	0.105101
-30.623901	1325.695247	0.110106
-31.176086	1309.357014	0.115110
-31.853010	1181.059764	0.120115
-32.624692	1210.811029	0.125120
-33.124852	1180.210998	0.130125
-33.950109	1144.233141	0.135130
-34.746775	1105.514627	0.140134
-35.120897	970.502027	0.145139
-35.764268	873.565344	0.150144
-36.812621	874.545093	0.155149
-37.441252	832.463205	0.160154
-38.241000	840.750717	0.165158
-39.014876	741.190165	0.170163
-39.801187	640.957788	0.175168
-40.630246	680.536836	0.180173
-41.451789	574.654112	0.185178
-42.420202	563.417556	0.190182
-43.316215	508.673186	0.195187
-44.380108	407.119777	0.200192
-44.988750	410.181470	0.205197
-45.880873	348.533541	0.210202
-46.802086	275.721070	0.215206
-47.720999	263.653761	0.220211
-48.797552	229.014919	0.225216
-49.937839	236.214230	0.230221
-50.927663	213.359637	0.235226
-51.627364	121.268606	0.240230
-52.839478	123.982214	0.245235
-53.885733	41.303539	0.250240
-54.824651	37.110310	0.255245
-56.120365	3.623022	0.260250
-57.195864	-0.348828	0.265254
-58.407540	20.479167	0.270259
-59.607715	-0.437753	0.275264
-60.739785	4.491333	0.280269
-62.023060	43.019533	0.285274
-63.263421	23.356348	0.290278
-64.514078	24.391800	0.295283
-65.796003	-7.007980	0.300288
-66.710230	-31.804344	0.305293
-68.006999	-41.376492	0.310298
-69.086806	-89.041957	0.315302
-70.201057	-31.203600	0.320307
-71.340915	-25.269657	0.325312
-72.639464	-55.135387	0.330317
-73.546363	-54.992320	0.335322
-74.811849	12.868823	0.340326
-75.884189	-6.036552	0.345331
-76.972367	-46.846806	0.350336
-77.854003	-35.162065	0.355341
-78.829821	-79.555302	0.360346
-80.033807	-56.174289	0.365350
-81.281274	-37.150627	0.370355
-82.161631	4.812208	0.375360
-83.374679	13.313921	0.380365
-84.416213	20.981188	0.385370
-85.514136	-29.872677	0.390374
-86.736974	14.623302	0.395379
-87.702718	33.000983	0.400384
-88.576958	27.445708	0.405389
-89.571811	8.389028	0.410394
-90.617429	-24.054744	0.415398
-91.695583	-37.446029	0.420403
-92.596097	-30.853473	0.425408
-93.712984	-48.578664	0.430413
-94.902759	-12.950624	0.435418
-95.806774	-62.992742	0.440422
-96.981742	49.748458	0.445427
-98.107113	34.970002	0.450432
-98.938133	-3.922448	0.455437
-100.099815	16.425424	0.460442
-101.004824	-37.675243	0.465446
-102.173595	14.306447	0.470451
-103.087178	-5.203454	0.475456
-103.980729	-17.980395	0.480461
-105.122762	-4.854858	0.485466
-106.118206	-47.913500	0.490470
-106.758018	-15.990840	0.495475
-108.060325	6.734517	0.500480
-108.976202	-8.790894	0.505485
-109.894877	-15.922058	0.510490
-110.800235	-57.582891	0.515494
-112.057781	-37.077436	0.520499
-112.874774	-42.576706	0.525504
-113.938332	-41.378495	0.530509
-115.231021	22.207710	0.535514
-116.041842	-59.872977	0.540518
-117.060825	-2.805547	0.545523
-118.213493	-26.256061	0.550528
-119.264803	-34.595213	0.555533
-120.199077	-32.087584	0.560538
-121.023648	-36.920322	0.565542
-122.217138	-55.721927	0.570547
-123.106480	-51.738682	0.575552
-124.195490	2.984734	0.580557
-125.133468	-29.783225	0.585562
-126.404698	8.941647	0.590566
-127.409291	-77.445637	0.595571
-128.225495	-9.835928	0.600576
-129.374252	-51.828051	0.605581
-130.245041	-27.519254	0.610586
-131.326177	26.512600	0.615590
-132.246327	-25.916687	0.620595
-133.392423	49.007594	0.625600
-134.257801	23.944494	0.630605
-135.028018	-52.875797	0.635610
-136.413102	9.964927	0.640614
-137.380838	13.147864	0.645619
-138.322169	4.120311	0.650624
-139.385316	5.443792	0.655629
-140.183512	-74.411094	0.660634
-141.303871	-23.948903	0.665638
-142.208529	-35.481709	0.670643
-143.205405	14.675891	0.675648
-144.363338	-25.947617	0.680653
-145.527310	-22.986628	0.685658
-146.345563	6.403166	0.690662
-147.328546	-31.159986	0.695667
-148.325656	14.099547	0.700672
-149.324836	-33.054044	0.705677
-150.309625	-40.914359	0.710682
-151.442387	53.823671	0.715686
-152.376179	3.816795	0.720691
-153.389567	-34.036722	0.725696
-154.400421	-19.426823	0.730701
-155.325141	-50.507874	0.735706
-156.550704	-77.503787	0.740710
-157.327313	-59.991387	0.745715
-158.402393	-58.125114	0.750720
-159.589934	-15.469706	0.755725
-160.473817	-20.783377	0.760730
-161.547657	42.917252	0.765734
-162.369725	14.995994	0.770739
-163.521247	-33.571842	0.775744
