Mon Apr 28 11:24:12 2025


Number of Points = 8432

Depth (nm)	Load (µN)	Time (s)
28.510482	1860.057555	0.000000
28.874023	1829.051931	0.005005
28.504040	1840.489509	0.010010
29.066567	1814.048794	0.015014
28.209486	1808.535404	0.020019
28.587563	1753.643471	0.025024
28.257781	1894.755790	0.030029
27.902852	1826.203386	0.035034
27.661723	1791.486698	0.040038
27.873914	1792.967988	0.045043
27.408815	1684.443047	0.050048
26.849991	1702.557818	0.055053
26.876322	1705.280377	0.060058
26.254999	1572.114647	0.065062
25.986944	1561.702055	0.070067
25.516208	1619.734398	0.075072
24.755857	1539.138028	0.080077
24.732052	1497.046040	0.085082
24.304052	1533.611783	0.090086
23.304795	1454.187663	0.095091
23.273164	1360.341926	0.100096
22.441465	1378.037131	0.105101
21.744207	1315.953592	0.110106
21.282948	1232.750712	0.115110
20.604857	1289.263289	0.120115
20.163001	1157.804061	0.125120
19.220912	1185.041881	0.130125
18.753213	1118.158716	0.135130
17.881216	1091.437427	0.140134
17.172672	1023.685953	0.145139
16.517609	930.257645	0.150144
15.762181	885.100881	0.155149
15.059057	880.235947	0.160154
14.063069	824.781203	0.165158
13.162689	789.617486	0.170163
12.421751	706.625969	0.175168
11.537368	720.481949	0.180173
11.040083	608.542732	0.185178
9.943188	606.255600	0.190182
8.879608	539.567440	0.195187
8.162818	546.465728	0.200192
7.349430	439.344892	0.205197
6.446045	436.452573	0.210202
5.243128	430.495503	0.215206
4.423356	347.382416	0.220211
3.440090	313.137240	0.225216
2.258936	289.391324	0.230221
1.592150	206.388817	0.235226
0.653303	214.891341	0.240230
-0.450408	127.644701	0.245235
-1.497327	159.300137	0.250240
-2.248253	94.659385	0.255245
-3.446873	60.939780	0.260250
-4.698343	71.215580	0.265254
-5.475170	72.637334	0.270259
-6.721437	-22.586006	0.275264
-7.855051	-20.239709	0.280269
-9.058241	-19.246804	0.285274
-10.274134	23.986943	0.290278
-11.697111	-71.475669	0.295283
-12.850736	-62.949158	0.300288
-13.673434	-62.425648	0.305293
-15.218670	-55.667280	0.310298
-16.295635	28.615426	0.315302
-17.430085	-17.785790	0.320307
-18.753974	12.161939	0.325312
-19.793256	-67.580301	0.330317
-20.791409	-15.994524	0.335322
-22.499356	3.179204	0.340326
-22.922630	-28.366006	0.345331
-24.180623	68.263365	0.350336
-25.425211	39.756409	0.355341
-26.394856	-2.043518	0.360346
-27.613275	-1.984401	0.365350
-28.379615	-17.508341	0.370355
-29.589017	-8.461595	0.375360
-30.543310	-62.325275	0.380365
-31.849738	7.523756	0.385370
-32.936044	-6.362037	0.390374
-33.816421	-22.910944	0.395379
-34.904623	-12.177993	0.400384
